x	y1	y2	y3	y4	y5	y6
0.78309	0.81592	0.81689	0.39629	0.42655	0.06398	0.04321
0.78346	0.81632	0.8173	0.3961	0.42615	0.06415	0.0437
0.78519	0.81822	0.81916	0.3954	0.42415	0.06502	0.04611
0.78781	0.82121	0.82194	0.39494	0.42083	0.06647	0.05017
0.78936	0.82303	0.8236	0.39503	0.41893	0.06744	0.05278
0.78966	0.82337	0.82392	0.39508	0.4186	0.06763	0.05329
0.79232	0.82645	0.82681	0.39591	0.41576	0.06957	0.05809
0.79357	0.82788	0.82822	0.39652	0.41454	0.07068	0.06046
0.796	0.83058	0.83077	0.39805	0.41232	0.07326	0.06521
0.79773	0.83227	0.8321	0.3994	0.41083	0.07534	0.06872
0.79949	0.83329	0.83318	0.40098	0.40938	0.07749	0.07237
0.80341	0.83393	0.8351	0.40512	0.4064	0.08217	0.08066
0.8049	0.8339	0.83567	0.40692	0.40536	0.08391	0.08384
0.8053	0.83388	0.83581	0.40741	0.40509	0.08438	0.08469
0.80706	0.83373	0.83632	0.40967	0.40397	0.08637	0.08844
0.81425	0.83249	0.83634	0.41805	0.40083	0.0937	0.11554
0.81518	0.83226	0.83611	0.41884	0.40073	0.09446	0.12309
0.8158	0.83209	0.83594	0.41934	0.40075	0.09491	0.12898
0.81646	0.83191	0.83573	0.41984	0.40084	0.09534	0.13612
0.81883	0.83117	0.83489	0.42152	0.4022	0.09617	0.16794
0.81976	0.83083	0.83452	0.42213	0.40342	0.09615	0.18254
0.82215	0.8298	0.83348	0.42362	0.41296	0.09538	0.22461
0.82343	0.82913	0.83287	0.42437	0.42054	0.09474	0.24891
0.82406	0.82876	0.83255	0.42474	0.42359	0.09439	0.2612
0.8243	0.82862	0.83243	0.42487	0.42472	0.09427	0.26568
0.82848	0.82552	0.83005	0.4271	0.43933	0.09183	0.31629
0.82948	0.82466	0.82941	0.4276	0.44124	0.09118	0.31485
0.83225	0.82244	0.82744	0.42888	0.44455	0.08918	0.29195
0.83425	0.82103	0.8258	0.42973	0.44567	0.08748	0.26336
0.83627	0.81974	0.82394	0.43049	0.44614	0.08548	0.22697
0.83648	0.81961	0.82372	0.43056	0.44616	0.08524	0.22276
0.83697	0.81931	0.82323	0.43072	0.44619	0.0847	0.21299
0.83876	0.81823	0.82122	0.43121	0.44611	0.08238	0.17493
0.84036	0.81732	0.81925	0.43148	0.44582	0.07982	0.13988
0.84854	0.81343	0.81022	0.42903	0.44223	0.06684	0.03189
0.85001	0.81293	0.80948	0.42811	0.44129	0.06614	0.02528
0.85048	0.81279	0.80932	0.4278	0.44098	0.06602	0.02362
0.85054	0.81277	0.8093	0.42777	0.44094	0.06601	0.02345
0.85166	0.81247	0.8091	0.42702	0.44016	0.06592	0.02039
0.85187	0.81241	0.80908	0.42687	0.44	0.06592	0.01992
0.86022	0.81202	0.81257	0.42067	0.43302	0.06938	0.01893
0.86594	0.81439	0.8175	0.41568	0.42778	0.07361	0.02807
0.86886	0.81626	0.82036	0.41274	0.42543	0.07601	0.0342
0.86919	0.81649	0.8207	0.41237	0.42517	0.0763	0.03495
0.86966	0.8168	0.82117	0.41185	0.42481	0.0767	0.03602
0.87085	0.81757	0.82234	0.41044	0.42391	0.07771	0.03876
0.8752	0.82015	0.8265	0.40414	0.41977	0.08154	0.04924
0.87648	0.82081	0.8276	0.40222	0.41797	0.08271	0.05235
0.87933	0.82207	0.82967	0.39911	0.41347	0.0854	0.05903
0.87967	0.82221	0.82987	0.39886	0.41294	0.08573	0.0598
0.88373	0.82349	0.8317	0.39754	0.40786	0.08992	0.06852
0.8838	0.82351	0.83173	0.39753	0.40779	0.09	0.06867
0.88786	0.82422	0.83246	0.3979	0.40475	0.09502	0.07644
0.89176	0.82439	0.83235	0.39895	0.40242	0.10152	0.08337
0.89195	0.82439	0.83233	0.39901	0.40231	0.1018	0.08371
0.89375	0.8243	0.83205	0.39966	0.40118	0.10354	0.08693
0.89638	0.82399	0.83144	0.40074	0.39924	0.10389	0.09129
0.89671	0.82394	0.83135	0.40088	0.39896	0.10383	0.09178
