t	u	v	x	y
121.397	0.695313	0.163024	0.163024	0.163024
121.411	0.652933	0.163438	0.163438	0.163438
121.422	0.573575	0.163767	0.163767	0.163767
121.429	0.468775	0.163931	0.163931	0.163931
121.435	0.25904	0.164044	0.164044	0.164044
121.437	0.121463	0.164076	0.164076	0.164076
121.438	0.0803877	0.164082	0.164082	0.164082
121.439	0.0178427	0.16409	0.16409	0.16409
121.44	-0.0585414	0.164097	0.164097	0.164097
121.442	-0.118629	0.1641	0.1641	0.1641
121.443	-0.16452	0.164101	0.164101	0.164101
121.445	-0.191718	0.1641	0.1641	0.1641
121.447	-0.206727	0.164098	0.164098	0.164098
121.449	-0.217771	0.164093	0.164093	0.164093
121.452	-0.22147	0.164087	0.164087	0.164087
121.455	-0.222762	0.164081	0.164081	0.164081
121.459	-0.223517	0.164072	0.164072	0.164072
121.463	-0.224098	0.164063	0.164063	0.164063
121.475	-0.22535	0.164035	0.164035	0.164035
121.495	-0.227374	0.163987	0.163987	0.163987
121.576	-0.23552	0.163771	0.163771	0.163771
121.72	-0.249123	0.163335	0.163335	0.163335
121.973	-0.27127	0.162413	0.162413	0.162413
122.227	-0.290966	0.161306	0.161306	0.161306
122.638	-0.317888	0.159164	0.159164	0.159164
123.048	-0.338907	0.156667	0.156667	0.156667
123.649	-0.359482	0.152553	0.152553	0.152553
124.441	-0.370296	0.146672	0.146672	0.146672
125.006	-0.367828	0.142403	0.142403	0.142403
125.572	-0.358105	0.138259	0.138259	0.138259
126.291	-0.336605	0.133385	0.133385	0.133385
127.165	-0.298732	0.128395	0.128395	0.128395
128.039	-0.249941	0.124772	0.124772	0.124772
129.225	-0.169975	0.12259	0.12259	0.12259
130.219	-0.0987499	0.123512	0.123512	0.123512
130.707	-0.0686796	0.124862	0.124862	0.124862
131.194	-0.0497442	0.126652	0.126652	0.126652
131.682	-0.0491934	0.128621	0.128621	0.128621
132.068	-0.0627913	0.130082	0.130082	0.130082
132.455	-0.0853022	0.131286	0.131286	0.131286
132.996	-0.124388	0.132373	0.132373	0.132373
133.692	-0.177013	0.132607	0.132607	0.132607
134.389	-0.22482	0.131566	0.131566	0.131566
135.219	-0.270057	0.12892	0.12892	0.12892
136.048	-0.300177	0.125143	0.125143	0.125143
136.922	-0.315093	0.120454	0.120454	0.120454
137.54	-0.315908	0.116983	0.116983	0.116983
137.856	-0.313458	0.115218	0.115218	0.115218
138.173	-0.309118	0.113492	0.113492	0.113492
138.631	-0.29974	0.111106	0.111106	0.111106
139.089	-0.287151	0.108902	0.108902	0.108902
