t	u	v	x	y
41.4968	-0.141861	-0.100663	0.16442	0.0450927
41.7602	-0.117321	-0.116497	0.170473	0.000526829
42.0236	-0.0888494	-0.121807	0.164732	-0.0437842
42.287	-0.0592854	-0.115551	0.147672	-0.0848949
42.5504	-0.0326899	-0.0980447	0.120495	-0.120201
42.6225	-0.0263207	-0.0914456	0.111496	-0.128544
42.6947	-0.0204049	-0.0842142	0.101933	-0.136251
42.7668	-0.0150093	-0.0763881	0.0918463	-0.143279
42.839	-0.0102111	-0.068012	0.0812788	-0.149589
42.9111	-0.00604976	-0.0591476	0.0702817	-0.155147
42.9744	-0.00289433	-0.0510282	0.0603297	-0.159378
43.0377	-0.00018435	-0.0426337	0.0501324	-0.162987
43.101	0.00208011	-0.0340043	0.039728	-0.16596
43.1642	0.0038997	-0.0251814	0.0291563	-0.168282
43.2878	0.0061975	-0.00754933	0.00818718	-0.1709
43.4113	0.00692497	0.0103687	-0.0129519	-0.17093
43.5349	0.00615823	0.0282837	-0.0339358	-0.168341
43.6584	0.00394318	0.0459205	-0.0544394	-0.163148
43.7604	0.00108352	0.0600901	-0.0707823	-0.156934
43.8624	-0.00263607	0.0737557	-0.0864049	-0.149039
43.9645	-0.00715967	0.0867897	-0.10114	-0.139542
44.0665	-0.012428	0.0990739	-0.114828	-0.128543
44.1685	-0.0183649	0.1105	-0.127324	-0.116161
44.3238	-0.0285163	0.126033	-0.143758	-0.0949801
44.479	-0.0397826	0.139068	-0.156717	-0.0714659
44.6343	-0.0518956	0.149374	-0.165884	-0.0462279
44.7896	-0.0645932	0.156785	-0.17104	-0.0199179
44.9449	-0.0776023	0.161197	-0.17207	0.00679709
45.1914	-0.0982804	0.161987	-0.165287	0.0484553
45.438	-0.118265	0.155234	-0.148575	0.0870204
45.6845	-0.136683	0.141349	-0.122949	0.12027
45.9311	-0.152776	0.121051	-0.08996	0.146314
46.1776	-0.165887	0.095329	-0.0515835	0.163643
46.4414	-0.175926	0.0631778	-0.00714979	0.171307
46.7052	-0.181071	0.027989	0.0377676	0.167094
46.969	-0.180627	-0.00815781	0.0800244	0.15117
47.2328	-0.174404	-0.0429989	0.116642	0.124598
47.4966	-0.161791	-0.0741129	0.145044	0.0893044
47.716	-0.146742	-0.0953905	0.160966	0.0551841
47.9355	-0.127676	-0.111039	0.169089	0.0185892
48.1269	-0.108421	-0.11916	0.169533	-0.0139466
48.3183	-0.0875084	-0.121503	0.163807	-0.0458286
48.5097	-0.0660118	-0.117739	0.152134	-0.0759597
48.7012	-0.0453672	-0.107898	0.134942	-0.103331
48.8926	-0.0271767	-0.0924451	0.112844	-0.127032
49.0397	-0.0157118	-0.077272	0.0929989	-0.142242
49.1483	-0.00870207	-0.0645841	0.0770348	-0.151581
49.2569	-0.00297881	-0.0508814	0.060168	-0.159185
49.2718	-0.00230573	-0.0489307	0.0577921	-0.160088
49.2867	-0.00166233	-0.0469665	0.055404	-0.160957
49.3016	-0.00104278	-0.0449885	0.0530035	-0.161791
49.3164	-0.000445495	-0.042997	0.050591	-0.16259
49.336	0.000304591	-0.0403586	0.0474011	-0.163586
49.3556	0.00101312	-0.0376988	0.0441923	-0.164522
49.3751	0.00167955	-0.0350188	0.0409659	-0.165396
49.3947	0.00230406	-0.0323199	0.0377229	-0.166209
49.4647	0.00420622	-0.0225278	0.0260035	-0.1686
49.5347	0.00558344	-0.0125649	0.0141467	-0.170177
49.6048	0.0064407	-0.00248415	0.00220802	-0.170928
49.6603	0.00675949	0.00555457	-0.00727487	-0.170931
49.7158	0.00677113	0.0136071	-0.0167433	-0.170407
49.7713	0.00648269	0.0216481	-0.0261678	-0.169355
49.8267	0.00589873	0.0296527	-0.0355193	-0.167776
49.9163	0.0043502	0.04243	-0.0503799	-0.164126
50.0058	0.00208452	0.0549538	-0.064857	-0.159133
50.0953	-0.000859386	0.0671283	-0.0788295	-0.152831
50.1848	-0.00444597	0.0788639	-0.092181	-0.145266
50.2743	-0.00863429	0.0900767	-0.104801	-0.136498
50.4239	-0.0168468	0.107446	-0.123982	-0.119364
50.5735	-0.0263776	0.122822	-0.140392	-0.0994774
50.7231	-0.0369952	0.135932	-0.15365	-0.0773121
50.8727	-0.0484626	0.146559	-0.163455	-0.0534049
51.0223	-0.0605368	0.15454	-0.169589	-0.0283326
51.2612	-0.0804758	0.161576	-0.171529	0.0126499
51.5001	-0.100439	0.161441	-0.163749	0.0527275
51.7391	-0.11972	0.154241	-0.146715	0.0896665
51.978	-0.137438	0.140387	-0.121417	0.121468
52.2169	-0.152911	0.120559	-0.0892952	0.146434
52.4727	-0.166376	0.0937491	-0.0494048	0.164065
52.7284	-0.175953	0.0624987	-0.00632246	0.17114
52.9842	-0.18093	0.0284351	0.0371711	0.167085
53.24	-0.18074	-0.00656979	0.0782331	0.152039
53.4958	-0.175034	-0.0404628	0.114153	0.126926
53.7516	-0.163547	-0.0710682	0.142555	0.0934399
54.015	-0.145567	-0.0967861	0.161953	0.052636
54.2784	-0.121937	-0.114275	0.17005	0.00839552
54.5013	-0.0985572	-0.121152	0.167694	-0.0293902
54.7242	-0.0735844	-0.119919	0.157087	-0.0655532
54.9471	-0.0490875	-0.110375	0.138767	-0.0984385
55.1701	-0.0274692	-0.0930607	0.11362	-0.126572
55.3487	-0.0137708	-0.0743992	0.089315	-0.144811
55.4559	-0.00718963	-0.0615887	0.073305	-0.153653
55.563	-0.00184399	-0.0478526	0.0564666	-0.160772
55.5775	-0.00122041	-0.0459238	0.0541242	-0.161602
55.5921	-0.000623676	-0.0439827	0.051771	-0.162399
55.6066	-5.08192e-05	-0.0420293	0.0494067	-0.163162
55.6211	0.00049926	-0.0400637	0.0470317	-0.163891
55.6424	0.00126465	-0.03716	0.04353	-0.164899
55.6637	0.00198035	-0.0342325	0.0400075	-0.165834
55.685	0.00264608	-0.031283	0.0364659	-0.166696
55.7063	0.00326204	-0.028313	0.0329067	-0.167483
55.7887	0.00519162	-0.0166769	0.0190213	-0.169817
55.8711	0.00639822	-0.00484949	0.00499309	-0.171014
55.8984	0.00663807	-0.000893437	0.000318243	-0.171157
55.9257	0.00680039	0.00307044	-0.00435833	-0.171173
55.953	0.00688897	0.00703922	-0.00903333	-0.171061
55.9803	0.00690565	0.0110101	-0.0137034	-0.17082
56.0446	0.00665737	0.0203312	-0.024637	-0.169751
56.1088	0.00600871	0.0296086	-0.0354785	-0.167974
56.173	0.00497171	0.038805	-0.0461836	-0.165495
56.2373	0.00356082	0.0478839	-0.0567075	-0.162321
56.3351	0.000721376	0.0614181	-0.0723018	-0.15617
56.433	-0.00290774	0.0744807	-0.0872231	-0.148479
56.5309	-0.00727405	0.0869569	-0.101321	-0.139319
56.6288	-0.0123205	0.0987412	-0.114454	-0.128777
56.7267	-0.0179855	0.109738	-0.126491	-0.116959
56.9833	-0.0352935	0.134237	-0.152023	-0.0808145
57.24	-0.0551954	0.151532	-0.167537	-0.0393056
