t	u	v	x	y
11.167	0.0272577	-0.0823802	-0.0823802	-0.0823802
11.3089	0.0354724	-0.0758954	-0.0758954	-0.0758954
11.4507	0.0421736	-0.0688788	-0.0688788	-0.0688788
11.5925	0.047715	-0.0614268	-0.0614268	-0.0614268
11.7344	0.0526451	-0.0536055	-0.0536055	-0.0536055
11.8762	0.0570891	-0.045456	-0.045456	-0.045456
11.9255	0.0583474	-0.0425534	-0.0425534	-0.0425534
11.9748	0.0592448	-0.0396253	-0.0396253	-0.0396253
12.0241	0.0598273	-0.036679	-0.036679	-0.036679
12.0488	0.060107	-0.0351997	-0.0351997	-0.0351997
12.0734	0.0605195	-0.0337151	-0.0337151	-0.0337151
12.0917	0.0609634	-0.0326122	-0.0326122	-0.0326122
12.1099	0.0615866	-0.0315038	-0.0315038	-0.0315038
12.1245	0.0622298	-0.0306146	-0.0306146	-0.0306146
12.139	0.0630321	-0.0297198	-0.0297198	-0.0297198
12.1536	0.0640085	-0.0288181	-0.0288181	-0.0288181
12.1841	0.0666569	-0.026907	-0.026907	-0.026907
12.2092	0.0697069	-0.0252957	-0.0252957	-0.0252957
12.2263	0.0724937	-0.0241754	-0.0241754	-0.0241754
12.2395	0.0753706	-0.023286	-0.023286	-0.023286
12.2498	0.0783451	-0.0225828	-0.0225828	-0.0225828
12.258	0.0815141	-0.0220109	-0.0220109	-0.0220109
12.2646	0.0849637	-0.0215353	-0.0215353	-0.0215353
12.2701	0.088769	-0.0211324	-0.0211324	-0.0211324
12.2756	0.0940235	-0.020717	-0.020717	-0.020717
12.2793	0.0988377	-0.0204249	-0.0204249	-0.0204249
12.283	0.105312	-0.0201222	-0.0201222	-0.0201222
12.2858	0.11155	-0.0198927	-0.0198927	-0.0198927
12.2885	0.119795	-0.0196533	-0.0196533	-0.0196533
12.2905	0.127763	-0.019467	-0.019467	-0.019467
12.2925	0.138102	-0.0192714	-0.0192714	-0.0192714
12.2941	0.148236	-0.0191138	-0.0191138	-0.0191138
12.2956	0.161194	-0.0189471	-0.0189471	-0.0189471
12.2969	0.174076	-0.0188082	-0.0188082	-0.0188082
12.2981	0.19035	-0.0186603	-0.0186603	-0.0186603
12.2991	0.206788	-0.018533	-0.018533	-0.018533
12.3	0.227341	-0.0183965	-0.0183965	-0.0183965
12.3009	0.248524	-0.0182746	-0.0182746	-0.0182746
12.3017	0.274765	-0.018143	-0.018143	-0.018143
12.3025	0.30772	-0.0179992	-0.0179992	-0.0179992
12.3032	0.341049	-0.0178706	-0.0178706	-0.0178706
12.3038	0.381771	-0.0177296	-0.0177296	-0.0177296
12.3045	0.431497	-0.0175734	-0.0175734	-0.0175734
12.3052	0.491571	-0.0173989	-0.0173989	-0.0173989
12.3062	0.599533	-0.0170986	-0.0170986	-0.0170986
12.3069	0.693793	-0.0168282	-0.0168282	-0.0168282
12.3077	0.786728	-0.0165219	-0.0165219	-0.0165219
12.3085	0.86584	-0.0161822	-0.0161822	-0.0161822
12.3092	0.922983	-0.015816	-0.015816	-0.015816
12.31	0.958296	-0.0154317	-0.0154317	-0.0154317
12.3107	0.977189	-0.0150586	-0.0150586	-0.0150586
12.3114	0.987248	-0.0146806	-0.0146806	-0.0146806
12.3122	0.992263	-0.0142999	-0.0142999	-0.0142999
12.3129	0.994603	-0.0139178	-0.0139178	-0.0139178
12.3137	0.995606	-0.0134721	-0.0134721	-0.0134721
12.3146	0.995838	-0.0130262	-0.0130262	-0.0130262
12.3154	0.995715	-0.0125803	-0.0125803	-0.0125803
12.3163	0.995431	-0.0121344	-0.0121344	-0.0121344
12.3171	0.995073	-0.0116888	-0.0116888	-0.0116888
12.3198	0.99377	-0.0102765	-0.0102765	-0.0102765
12.3225	0.992371	-0.00886599	-0.00886599	-0.00886599
12.3252	0.990929	-0.0074574	-0.0074574	-0.0074574
12.3278	0.989484	-0.00605073	-0.00605073	-0.00605073
12.3396	0.983084	0.000122067	0.000122067	0.000122067
12.3514	0.976555	0.00625668	0.00625668	0.00625668
12.3632	0.969889	0.0123524	0.0123524	0.0123524
12.375	0.963066	0.0184082	0.0184082	0.0184082
12.4244	0.932551	0.043293	0.043293	0.043293
12.4738	0.898177	0.0673724	0.0673724	0.0673724
