x-axis,1
second,Volt
-9.9960E-03,+250.0000E-03
-9.9860E-03,+281.2500E-03
-9.9760E-03,+281.2500E-03
-9.9660E-03,+218.7500E-03
-9.9560E-03,+218.7500E-03
-9.9460E-03,+187.5000E-03
-9.9360E-03,+156.2500E-03
-9.9260E-03,+187.5000E-03
-9.9160E-03,+125.0000E-03
-9.9060E-03,+187.5000E-03
-9.8960E-03,+156.2500E-03
-9.8860E-03,+125.0000E-03
-9.8760E-03,+156.2500E-03
-9.8660E-03,+125.0000E-03
-9.8560E-03,+156.2500E-03
-9.8460E-03,+125.0000E-03
-9.8360E-03,+156.2500E-03
-9.8260E-03,+156.2500E-03
-9.8160E-03,+187.5000E-03
-9.8060E-03,+125.0000E-03
-9.7960E-03,+187.5000E-03
-9.7860E-03,+187.5000E-03
-9.7760E-03,+218.7500E-03
-9.7660E-03,+218.7500E-03
-9.7560E-03,+250.0000E-03
-9.7460E-03,+281.2500E-03
-9.7360E-03,+281.2500E-03
-9.7260E-03,+312.5000E-03
-9.7160E-03,+312.5000E-03
-9.7060E-03,+375.0000E-03
-9.6960E-03,+375.0000E-03
-9.6860E-03,+343.7500E-03
-9.6760E-03,+375.0000E-03
-9.6660E-03,+437.5000E-03
-9.6560E-03,+437.5000E-03
-9.6460E-03,+406.2500E-03
-9.6360E-03,+468.7500E-03
-9.6260E-03,+468.7500E-03
-9.6160E-03,+500.0000E-03
-9.6060E-03,+468.7500E-03
-9.5960E-03,+468.7500E-03
-9.5860E-03,-3.9687500E+00
-9.5760E-03,-2.0000000E+00
-9.5660E-03,-1.5625000E+00
-9.5560E-03,-1.5312500E+00
-9.5460E-03,-1.3750000E+00
-9.5360E-03,-1.2500000E+00
-9.5260E-03,-1.2187500E+00
-9.5160E-03,-1.0625000E+00
-9.5060E-03,-1.0312500E+00
-9.4960E-03,-687.5000E-03
-9.4860E-03,-625.0000E-03
-9.4760E-03,-625.0000E-03
-9.4660E-03,-625.0000E-03
-9.4560E-03,-562.5000E-03
-9.4460E-03,-593.7500E-03
-9.4360E-03,-531.2500E-03
-9.4260E-03,-500.0000E-03
-9.4160E-03,-500.0000E-03
-9.4060E-03,-500.0000E-03
-9.3960E-03,-468.7500E-03
-9.3860E-03,-406.2500E-03
-9.3760E-03,-375.0000E-03
-9.3660E-03,-375.0000E-03
-9.3560E-03,-375.0000E-03
-9.3460E-03,-312.5000E-03
-9.3360E-03,-312.5000E-03
-9.3260E-03,-281.2500E-03
-9.3160E-03,-281.2500E-03
-9.3060E-03,-250.0000E-03
-9.2960E-03,-250.0000E-03
-9.2860E-03,-218.7500E-03
-9.2760E-03,-218.7500E-03
-9.2660E-03,-187.5000E-03
-9.2560E-03,-156.2500E-03
-9.2460E-03,-187.5000E-03
-9.2360E-03,-156.2500E-03
-9.2260E-03,-187.5000E-03
-9.2160E-03,-156.2500E-03
-9.2060E-03,-156.2500E-03
-9.1960E-03,-187.5000E-03
-9.1860E-03,-187.5000E-03
-9.1760E-03,-187.5000E-03
-9.1660E-03,-187.5000E-03
-9.1560E-03,-187.5000E-03
-9.1460E-03,-218.7500E-03
-9.1360E-03,-250.0000E-03
-9.1260E-03,-250.0000E-03
-9.1160E-03,-250.0000E-03
-9.1060E-03,-281.2500E-03
-9.0960E-03,-281.2500E-03
-9.0860E-03,-281.2500E-03
-9.0760E-03,-312.5000E-03
-9.0660E-03,-312.5000E-03
-9.0560E-03,-312.5000E-03
-9.0460E-03,-312.5000E-03
-9.0360E-03,-343.7500E-03
-9.0260E-03,-343.7500E-03
-9.0160E-03,-343.7500E-03
-9.0060E-03,-343.7500E-03
-8.9960E-03,-343.7500E-03
-8.9860E-03,-343.7500E-03
-8.9760E-03,-343.7500E-03
-8.9660E-03,-375.0000E-03
-8.9560E-03,-375.0000E-03
-8.9460E-03,-343.7500E-03
-8.9360E-03,-343.7500E-03
-8.9260E-03,-312.5000E-03
-8.9160E-03,-281.2500E-03
-8.9060E-03,-312.5000E-03
-8.8960E-03,-281.2500E-03
-8.8860E-03,-250.0000E-03
-8.8760E-03,-250.0000E-03
-8.8660E-03,-218.7500E-03
-8.8560E-03,-218.7500E-03
-8.8460E-03,-187.5000E-03
-8.8360E-03,-125.0000E-03
-8.8260E-03,-156.2500E-03
-8.8160E-03,-93.7500E-03
-8.8060E-03,-93.7500E-03
-8.7960E-03,-93.7500E-03
-8.7860E-03,-31.2500E-03
-8.7760E-03,-31.2500E-03
-8.7660E-03,-31.2500E-03
-8.7560E-03,+0E+00
-8.7460E-03,+0.000000E+00
-8.7360E-03,+31.2500E-03
-8.7260E-03,+62.5000E-03
-8.7160E-03,+62.5000E-03
-8.7060E-03,+62.5000E-03
-8.6960E-03,+31.2500E-03
-8.6860E-03,+62.5000E-03
-8.6760E-03,+62.5000E-03
-8.6660E-03,+93.7500E-03
-8.6560E-03,+62.5000E-03
-8.6460E-03,+93.7500E-03
-8.6360E-03,+62.5000E-03
-8.6260E-03,+62.5000E-03
-8.6160E-03,+62.5000E-03
-8.6060E-03,+31.2500E-03
-8.5960E-03,+0E+00
-8.5860E-03,+0.000000E+00
-8.5760E-03,-31.2500E-03
-8.5660E-03,+0E+00
-8.5560E-03,-31.2500E-03
-8.5460E-03,-31.2500E-03
-8.5360E-03,-62.5000E-03
-8.5260E-03,-93.7500E-03
-8.5160E-03,-93.7500E-03
-8.5060E-03,-93.7500E-03
-8.4960E-03,-93.7500E-03
-8.4860E-03,-125.0000E-03
-8.4760E-03,-125.0000E-03
-8.4660E-03,-156.2500E-03
-8.4560E-03,-156.2500E-03
-8.4460E-03,-156.2500E-03
-8.4360E-03,-156.2500E-03
-8.4260E-03,-156.2500E-03
-8.4160E-03,-187.5000E-03
-8.4060E-03,-125.0000E-03
-8.3960E-03,-156.2500E-03
-8.3860E-03,-156.2500E-03
-8.3760E-03,-156.2500E-03
-8.3660E-03,-156.2500E-03
-8.3560E-03,-156.2500E-03
-8.3460E-03,-93.7500E-03
-8.3360E-03,-93.7500E-03
-8.3260E-03,-93.7500E-03
-8.3160E-03,-93.7500E-03
-8.3060E-03,-62.5000E-03
-8.2960E-03,-31.2500E-03
-8.2860E-03,+0E+00
-8.2760E-03,+0.000000E+00
-8.2660E-03,+62.5000E-03
-8.2560E-03,+62.5000E-03
-8.2460E-03,+125.0000E-03
-8.2360E-03,+93.7500E-03
-8.2260E-03,+125.0000E-03
-8.2160E-03,+156.2500E-03
-8.2060E-03,+156.2500E-03
