t	u	v	x	y
111.884	-0.0141027	-0.0749528	0.0900178	-0.14459
111.984	-0.00775586	-0.0631187	0.0751815	-0.152925
112.079	-0.00283076	-0.0510624	0.0603619	-0.159495
112.169	0.000893144	-0.0390411	0.0457839	-0.16444
112.306	0.0048488	-0.0199047	0.0228518	-0.169464
112.451	0.00682922	0.0010472	-0.00198257	-0.171354
112.558	0.00690357	0.0165549	-0.0202223	-0.170443
112.695	0.00538928	0.0363174	-0.0433024	-0.166415
112.808	0.00285133	0.0521974	-0.0617018	-0.160731
112.865	0.00112809	0.0601638	-0.0708739	-0.156999
112.936	-0.00135688	0.0696538	-0.0817388	-0.151722
113.019	-0.0047889	0.0804821	-0.0940393	-0.144502
113.149	-0.0112139	0.0965792	-0.112076	-0.131069
113.328	-0.0217678	0.116299	-0.13356	-0.10905
113.506	-0.034027	0.132956	-0.150785	-0.0834681
113.994	-0.072912	0.160113	-0.172354	-0.00271521
114.482	-0.113494	0.157722	-0.153703	0.0780778
114.985	-0.149811	0.125807	-0.0973077	0.141813
115.503	-0.174676	0.0687043	-0.014472	0.171086
116.022	-0.181396	-0.00101295	0.072124	0.155546
116.54	-0.165619	-0.0674346	0.139604	0.0985945
117.065	-0.125529	-0.112777	0.170059	0.0145205
117.509	-0.0777495	-0.121043	0.15981	-0.0598528
117.954	-0.0307666	-0.0968477	0.118717	-0.122396
118.229	-0.009785	-0.0678079	0.0809793	-0.150179
118.336	-0.00393581	-0.0545274	0.0645745	-0.158063
118.42	-0.000155191	-0.0433594	0.0509828	-0.163103
118.488	0.00229182	-0.0340524	0.0397609	-0.166335
118.556	0.00423361	-0.0245221	0.0283454	-0.168811
118.71	0.0067986	-0.00246689	0.00215184	-0.171543
118.819	0.00712559	0.0133149	-0.016435	-0.171049
118.927	0.00630012	0.0290556	-0.0348581	-0.168533
119.085	0.00311774	0.051582	-0.0610072	-0.161261
119.179	0.000201746	0.0644773	-0.0758383	-0.154991
119.227	-0.00156537	0.0708965	-0.0831746	-0.151241
119.31	-0.00505213	0.0816741	-0.0954064	-0.143916
119.428	-0.0108733	0.096181	-0.111657	-0.131759
119.607	-0.0214523	0.116087	-0.133367	-0.109689
119.848	-0.0383097	0.137898	-0.155672	-0.0744992
120.089	-0.0573002	0.153202	-0.168932	-0.0349879
120.547	-0.0956788	0.162602	-0.167064	0.0433541
121.006	-0.132022	0.145975	-0.130853	0.112198
121.53	-0.164344	0.0994153	-0.0573641	0.162005
122.12	-0.181409	0.0242821	0.0423942	0.166205
122.709	-0.170963	-0.0542041	0.127526	0.113645
123.319	-0.128043	-0.111082	0.169338	0.0190841
123.539	-0.105781	-0.120039	0.169404	-0.0183529
123.76	-0.0813608	-0.12126	0.161324	-0.0547348
123.98	-0.0570422	-0.114347	0.145502	-0.0884007
124.145	-0.0396399	-0.103986	0.128992	-0.11099
124.216	-0.0329001	-0.0982934	0.120843	-0.119775
124.389	-0.018293	-0.0815799	0.0984816	-0.138746
124.466	-0.012897	-0.0729857	0.0875223	-0.145954
124.543	-0.00813224	-0.0638067	0.0760415	-0.152327
124.677	-0.00138318	-0.0465658	0.0548993	-0.161358
124.76	0.00172645	-0.0353922	0.0413995	-0.165499
124.833	0.00386037	-0.0252534	0.0292451	-0.168237
124.951	0.00612176	-0.008386	0.00917827	-0.170803
125.07	0.00692323	0.00888786	-0.0112103	-0.170989
125.19	0.00630718	0.0261781	-0.0314764	-0.16874
125.455	0.000220017	0.0634927	-0.0746824	-0.155109
125.72	-0.0115848	0.0972212	-0.112776	-0.130308
126.093	-0.0356239	0.134703	-0.152501	-0.0801508
126.572	-0.0740476	0.160408	-0.172331	-0.000399153
127.052	-0.113929	0.157473	-0.153222	0.0788724
127.574	-0.151248	0.123593	-0.0938619	0.144041
128.096	-0.175519	0.0651796	-0.00976071	0.17137
128.617	-0.181089	-0.00525467	0.0768999	0.153167
129.139	-0.163702	-0.0712872	0.142905	0.0936323
129.667	-0.121856	-0.114654	0.170463	0.00813671
130.108	-0.0738808	-0.120303	0.157648	-0.0652347
130.55	-0.0280131	-0.0940174	0.114848	-0.125987
130.77	-0.0113891	-0.0706563	0.084559	-0.148109
130.864	-0.00580148	-0.0590753	0.0701642	-0.155553
130.959	-0.00124388	-0.0467777	0.0551307	-0.161645
131.032	0.00155509	-0.0369676	0.0432708	-0.165357
131.104	0.00377215	-0.0268851	0.0311728	-0.168219
131.264	0.00667503	-0.00397516	0.00393717	-0.171432
131.32	0.00704808	0.0041402	-0.00564073	-0.17153
131.376	0.00710865	0.0122726	-0.0152081	-0.171092
131.517	0.0059265	0.0326519	-0.0390475	-0.167618
131.657	0.00289385	0.0525858	-0.0621632	-0.160781
131.801	-0.00196187	0.072156	-0.0846067	-0.150403
131.949	-0.00862428	0.090919	-0.105793	-0.136447
132.096	-0.0167803	0.10804	-0.124691	-0.119425
